Tax Roll,Property Address,Sale Price,"Time-
adjusted Sale Price",Title Transfer Date,Community,Property,Structure,Total Floor Area (sq.ft),Year Built
36000,1228 MEADOWBROOK DR SE,"$355,000","$338,500",09/07/2016,Meadowbrook,Single Family,2 Storey,1378,1980
213600,76 MARQUIS PL SE,"$346,000","$329,900",09/02/2016,Meadowbrook,Single Family,Bungalow,1080,1979
258200,1224 MEADOWBROOK DR SE,"$379,000","$365,200",10/21/2016,Meadowbrook,Single Family,Bilevel,1215,1980
559500,2339 MORRIS CR SE,"$507,000","$482,500",11/15/2016,Meadowbrook,Single Family,2 Storey,2041,1994
564200,2378 MORRIS CR SE,"$372,000","$354,000",11/15/2016,Meadowbrook,Single Family,2 Storey,1432,1995
514300,1416 MEADOWBROOK DR SE,"$407,500","$387,800",11/08/2016,Meadowbrook,Single Family,Bilevel,1424,1994
330900,1724 MEADOWLARK RD SE,"$345,500","$330,800",12/06/2016,Meadowbrook,Single Family,Bilevel,1135,1991
261200,52 MARQUIS PL SE,"$327,500","$313,500",12/01/2016,Meadowbrook,Single Family,Split Level,1074,1979
60400,37 MARQUIS PL SE,"$387,500","$371,000",12/13/2016,Meadowbrook,Single Family,2 Storey,1596,1980
122000,144 MOUNTAIN CI SE,"$410,000","$396,300",01/18/2017,Meadowbrook,Single Family,2 Storey,2365,1981
436000,1844 MEADOWBROOK DR SE,"$339,250","$327,900",01/10/2017,Meadowbrook,Single Family,Bilevel,1224,1983
328600,133 MOUNTAIN CI SE,"$380,200","$363,300",03/15/2017,Meadowbrook,Single Family,2 Storey,1722,1980
44200,161 MARQUIS PL SE,"$284,000","$271,400",03/29/2017,Meadowbrook,Single Family,Bilevel,849,1979
455300,516 MEADOWBROOK BA SE,"$392,000","$374,600",03/14/2017,Meadowbrook,Single Family,Bilevel,1203,1992
563000,30 MORRIS PL SE,"$440,000","$420,400",03/13/2017,Meadowbrook,Single Family,2 Storey,1756,1996
324500,99 MAPLE WY SE,"$376,000","$359,800",05/23/2017,Meadowbrook,Single Family,2 Storey,1751,1989
133600,300 MARQUIS PL SE,"$345,000","$330,200",05/16/2017,Meadowbrook,Single Family,Split Level,1065,1979
518300,116 MEADOWBROOK BA SE,"$537,500","$514,400",05/16/2017,Meadowbrook,Single Family,2 Storey,2040,1993
513900,1543 MEADOWBROOK DR SE,"$452,500","$433,000",05/02/2017,Meadowbrook,Single Family,2 Storey,2206,1994
38500,21 MARQUIS PL SE,"$348,500","$333,200",06/28/2017,Meadowbrook,Single Family,Bilevel,849,1979
130800,180 MARQUIS PL SE,"$340,000","$325,000",06/05/2017,Meadowbrook,Single Family,Split Level,1072,1979
306900,228 MARQUIS PL SE,"$335,000","$320,300",06/09/2017,Meadowbrook,Single Family,2 Storey,1191,1979
40000,180 MOUNTAIN CI SE,"$350,000","$332,800",07/05/2017,Meadowbrook,Single Family,2 Storey,1251,1980
414300,256 MARQUIS PL SE,"$412,500","$392,200",07/06/2017,Meadowbrook,Single Family,Split Level,1124,1979
454000,568 MEADOWBROOK BA SE,"$416,900","$396,400",07/18/2017,Meadowbrook,Single Family,2 Storey,1574,1992
136800,46 MARSELLA CO SE,"$417,500","$397,000",07/26/2017,Meadowbrook,Single Family,2 Storey,1898,1989
206000,1849 MEADOWBROOK DR SE,"$365,000","$346,900",08/21/2017,Meadowbrook,Single Family,Bungalow,1070,1983
482400,316 MEADOWBROOK BA SE,"$435,000","$413,400",08/24/2017,Meadowbrook,Single Family,2 Storey,2042,1994
479700,448 MEADOWBROOK BA SE,"$385,000","$365,900",08/29/2017,Meadowbrook,Single Family,Split Level,988,1993
408100,192 MOUNTAIN CI SE,"$435,000","$413,400",08/09/2017,Meadowbrook,Single Family,2 Storey,1764,1980
515400,1336 MEADOWBROOK DR SE,"$374,900","$356,300",08/04/2017,Meadowbrook,Single Family,Split Level,1248,1993
346400,105 MOUNTAIN CI SE,"$347,500","$331,100",09/18/2017,Meadowbrook,Single Family,2 Storey,1384,1980
364700,1237 MEADOWBROOK DR SE,"$338,000","$322,000",09/18/2017,Meadowbrook,Single Family,Bilevel,921,1979
247100,204 MARQUIS PL SE,"$383,000","$364,900",09/18/2017,Meadowbrook,Single Family,Bilevel,1106,1979
322800,136 MARQUIS PL SE,"$367,500","$350,100",09/28/2017,Meadowbrook,Single Family,2 Storey,1607,1979
78700,204 MOUNTAIN CI SE,"$490,000","$466,800",09/28/2017,Meadowbrook,Single Family,Split Level,1313,1981
516800,1812 MEADOWBROOK GA SE,"$359,000","$342,000",09/11/2017,Meadowbrook,Single Family,2 Storey,1565,1993
327500,43 MAPLE WY SE,"$385,000","$366,300",10/19/2017,Meadowbrook,Single Family,Bilevel,1319,1988
13100,1775 MEADOWBROOK DR SE,"$356,000","$338,700",10/24/2017,Meadowbrook,Single Family,Bilevel,1206,1991
301100,1671 MEADOWBROOK DR SE,"$330,000","$313,900",10/03/2017,Meadowbrook,Single Family,Split Level,1175,1990
89200,53 MARQUIS PL SE,"$410,000","$390,000",10/17/2017,Meadowbrook,Single Family,Bilevel,1234,1980
175700,100 MARQUIS PL SE,"$315,000","$304,800",12/13/2017,Meadowbrook,Single Family,Split Level,1041,1979
139500,2308 MORRIS CR SE,"$360,000","$348,300",12/18/2017,Meadowbrook,Single Family,2 Storey,1607,1990
590300,2420 MORRIS CR SE,"$393,000","$380,300",12/20/2017,Meadowbrook,Single Family,2 Storey,1780,1997
100500,1723 MEADOWLARK RD SE,"$355,000","$343,500",12/20/2017,Meadowbrook,Single Family,Bilevel,1300,1991
48300,260 MARQUIS PL SE,"$350,000","$337,500",01/25/2018,Meadowbrook,Single Family,Split Level,1084,1979
375300,164 MARQUIS PL SE,"$344,000","$331,700",01/24/2018,Meadowbrook,Single Family,Bilevel,1005,1979
588000,2455 MORRIS CR SE,"$431,000","$419,300",02/15/2018,Meadowbrook,Single Family,2 Storey,1671,1997
320000,107 MAPLE WY SE,"$340,000","$327,100",04/28/2018,Meadowbrook,Single Family,2 Storey,1344,1989
453500,588 MEADOWBROOK BA SE,"$392,000","$377,200",04/27/2018,Meadowbrook,Single Family,Split Level,1101,1992
589900,2436 MORRIS CR SE,"$440,000","$421,500",05/31/2018,Meadowbrook,Single Family,2 Storey,1912,1998
481700,408 MEADOWBROOK BA SE,"$400,000","$383,200",05/01/2018,Meadowbrook,Single Family,Split Level,1220,1994
393800,1105 MEADOWBROOK DR SE,"$318,000","$307,400",06/19/2018,Meadowbrook,Single Family,Bungalow,1187,1981
19800,56 MAYFAIR CL SE,"$289,000","$279,300",06/27/2018,Meadowbrook,Single Family,Bilevel,900,1982
348300,176 MAPLE WY SE,"$345,000","$333,500",06/04/2018,Meadowbrook,Single Family,Bilevel,1219,1991
148700,109 MARQUIS PL SE,"$350,000","$336,100",07/16/2018,Meadowbrook,Single Family,Bungalow,1180,1979
518500,112 MEADOWBROOK BA SE,"$575,000","$552,200",07/16/2018,Meadowbrook,Single Family,Bungalow,1851,1993
562600,22 MORRIS PL SE,"$399,500","$383,600",07/17/2018,Meadowbrook,Single Family,Split Level,1383,1994
252500,13 MOUNTAIN CI SE,"$355,000","$340,900",07/17/2018,Meadowbrook,Single Family,Split Level,1156,1982
76000,100 MAPLE WY SE,"$357,000","$346,600",08/13/2018,Meadowbrook,Single Family,Bilevel,1152,1990
514600,1404 MEADOWBROOK DR SE,"$395,000","$383,500",08/16/2018,Meadowbrook,Single Family,Bilevel,1435,1994
433500,8 MOUNTAIN CI SE,"$315,000","$305,900",08/27/2018,Meadowbrook,Single Family,1-3/4 Storey,1462,1980
453800,576 MEADOWBROOK BA SE,"$354,500","$340,400",09/12/2018,Meadowbrook,Single Family,2 Storey,1502,1991
563700,2352 MORRIS CR SE,"$418,000","$401,400",09/13/2018,Meadowbrook,Single Family,2 Storey,1588,1996
21900,117 MOUNTAIN CI SE,"$347,000","$333,200",09/18/2018,Meadowbrook,Single Family,2 Storey,1554,1980
587300,2427 MORRIS CR SE,"$450,000","$445,100",10/12/2018,Meadowbrook,Single Family,Bungalow,1445,1997
451300,1704 MEADOWLARK RD SE,"$443,000","$438,100",10/10/2018,Meadowbrook,Single Family,Bilevel,1382,1992
365900,1805 MEADOWBROOK DR SE,"$328,000","$324,400",10/05/2018,Meadowbrook,Single Family,Bilevel,1089,1983
515000,1352 MEADOWBROOK DR SE,"$365,000","$361,000",10/15/2018,Meadowbrook,Single Family,Bilevel,1345,1995
590100,2428 MORRIS CR SE,"$330,000","$321,200",11/08/2018,Meadowbrook,Single Family,Bilevel,1179,1997
424700,137 MARQUIS PL SE,"$320,000","$316,500",12/14/2018,Meadowbrook,Single Family,2 Storey,1287,1979
349400,4 MOUNTAIN CI SE,"$320,000","$317,800",01/08/2019,Meadowbrook,Single Family,2 Storey,1531,1980
411400,64 MAYFAIR CL SE,"$300,000","$297,900",01/23/2019,Meadowbrook,Single Family,Bilevel,1036,1982
300,1813 MEADOWBROOK DR SE,"$353,000","$349,800",02/25/2019,Meadowbrook,Single Family,Split Level,1826,1982
481300,416 MEADOWBROOK BA SE,"$415,000","$416,900",03/07/2019,Meadowbrook,Single Family,2 Storey,1801,1992
410900,2104 MORRIS RD SE,"$380,000","$381,700",03/11/2019,Meadowbrook,Single Family,2 Storey,1796,1989
52000,32 MAYFAIR CL SE,"$342,000","$343,500",03/18/2019,Meadowbrook,Single Family,Bilevel,897,1982
305900,96 MARQUIS PL SE,"$284,000","$285,300",03/19/2019,Meadowbrook,Single Family,Bungalow,971,1979
230700,5 MARQUIS PL SE,"$289,000","$290,300",03/28/2019,Meadowbrook,Single Family,Bungalow,1061,1979
192800,1220 MEADOWBROOK DR SE,"$299,000","$299,700",04/10/2019,Meadowbrook,Single Family,1-3/4 Storey,1439,1980
515200,1344 MEADOWBROOK DR SE,"$399,000","$400,000",04/17/2019,Meadowbrook,Single Family,2 Storey,1690,1993
188300,2115 MORRIS RD SE,"$345,000","$338,100",05/01/2019,Meadowbrook,Single Family,2 Storey,1622,1988
262700,32 MARQUIS PL SE,"$355,000","$347,900",05/06/2019,Meadowbrook,Single Family,Bilevel,1286,1980
3000,121 MAYFAIR CL SE,"$328,450","$321,800",05/08/2019,Meadowbrook,Single Family,Bungalow,1053,1983
385500,44 MAPLE WY SE,"$388,000","$380,200",05/17/2019,Meadowbrook,Single Family,2 Storey,1709,1989
213700,288 MARQUIS PL SE,"$295,000","$296,000",06/06/2019,Meadowbrook,Single Family,Bilevel,841,1979
277400,4 MAYFAIR CL SE,"$299,500","$300,500",06/11/2019,Meadowbrook,Single Family,Bungalow,1064,1983
410000,88 MAPLE WY SE,"$460,000","$461,600",06/12/2019,Meadowbrook,Single Family,Split Level,1411,1991
274600,152 MARQUIS PL SE,"$350,000","$351,200",06/25/2019,Meadowbrook,Single Family,Bungalow,1082,1979
305800,1817 MEADOWBROOK DR SE,"$330,000","$331,100",06/26/2019,Meadowbrook,Single Family,Split Level,1320,1982
138600,1860 MEADOWBROOK DR SE,"$308,500","$309,500",06/26/2019,Meadowbrook,Single Family,Bilevel,935,1983
276200,112 MARQUIS PL SE,"$330,000","$331,100",06/26/2019,Meadowbrook,Single Family,Split Level,1063,1979
856981,304 MIDTOWN GA SW,"$338,986","$306,900",07/14/2016,Midtown,Townhouse,2 Storey,1360,2016
856984,309 MIDTOWN GA SW,"$375,012","$340,400",08/09/2016,Midtown,Townhouse,2 Storey,1360,2016
857180,157 MIDTOWN CO SW,"$401,302","$382,700",08/12/2016,Midtown,Duplex,2 Storey,1594,2016
857169,133 MIDTOWN CO SW,"$372,450","$355,200",09/26/2016,Midtown,Duplex,2 Storey,1594,2016
857152,122 MIDTOWN BV SW,"$368,245","$351,200",09/30/2016,Midtown,Duplex,2 Storey,1594,2016
857086,529 MIDTOWN ST SW,"$361,141","$348,000",10/18/2016,Midtown,Duplex,2 Storey,1499,2016
857084,525 MIDTOWN ST SW,"$359,745","$346,700",10/19/2016,Midtown,Duplex,2 Storey,1499,2016
857166,128 MIDTOWN CO SW,"$415,000","$399,900",10/14/2016,Midtown,Duplex,2 Storey,1832,2016
857013,381 MIDTOWN GA SW,"$330,866","$301,900",10/13/2016,Midtown,Townhouse,2 Storey,1360,2016
857175,145 MIDTOWN CO SW,"$396,392","$382,000",10/03/2016,Midtown,Duplex,2 Storey,1475,2016
857173,141 MIDTOWN CO SW,"$427,482","$412,000",10/03/2016,Midtown,Duplex,2 Storey,1594,2016
857171,137 MIDTOWN CO SW,"$384,491","$370,500",10/05/2016,Midtown,Duplex,2 Storey,1508,2016
857075,508 MIDTOWN ST SW,"$373,900","$355,800",11/01/2016,Midtown,Duplex,2 Storey,1653,2016
856985,312 MIDTOWN GA SW,"$361,500","$330,700",11/15/2016,Midtown,Townhouse,2 Storey,1482,2016
857063,469 MIDTOWN PW SW,"$394,955","$375,900",11/15/2016,Midtown,Duplex,2 Storey,1535,2016
857022,609 MIDTOWN PL SW,"$470,926","$448,200",11/14/2016,Midtown,Single Family,2 Storey,1963,2016
857012,377 MIDTOWN GA SW,"$359,000","$328,400",11/25/2016,Midtown,Townhouse,2 Storey,1434,2016
857057,445 MIDTOWN PW SW,"$401,082","$384,000",12/01/2016,Midtown,Duplex,2 Storey,1640,2016
857150,114 MIDTOWN BV SW,"$370,213","$354,400",12/15/2016,Midtown,Duplex,2 Storey,1508,2016
857079,516 MIDTOWN ST SW,"$344,598","$333,100",01/13/2017,Midtown,Duplex,2 Storey,1524,2016
857081,520 MIDTOWN ST SW,"$336,727","$325,500",01/16/2017,Midtown,Duplex,2 Storey,1538,2016
857157,109 MIDTOWN CO SW,"$375,803","$363,300",01/13/2017,Midtown,Duplex,2 Storey,1594,2016
857073,504 MIDTOWN ST SW,"$359,000","$347,000",01/12/2017,Midtown,Duplex,2 Storey,1524,2016
857107,572 MIDTOWN ST SW,"$360,119","$348,100",01/17/2017,Midtown,Duplex,2 Storey,1524,2016
857149,110 MIDTOWN BV SW,"$388,758","$371,500",02/10/2017,Midtown,Duplex,2 Storey,1490,2016
857140,78 MIDTOWN BV SW,"$401,617","$383,700",02/09/2017,Midtown,Single Family,2 Storey,1626,2016
857062,465 MIDTOWN PW SW,"$441,728","$422,100",02/08/2017,Midtown,Duplex,2 Storey,1755,2016
857058,449 MIDTOWN PW SW,"$407,232","$389,100",02/27/2017,Midtown,Duplex,2 Storey,1720,2016
857055,437 MIDTOWN PW SW,"$437,537","$418,100",02/15/2017,Midtown,Duplex,2 Storey,1755,2016
857056,441 MIDTOWN PW SW,"$421,107","$402,400",02/22/2017,Midtown,Duplex,2 Storey,1720,2016
856982,305 MIDTOWN GA SW,"$351,991","$325,500",03/07/2017,Midtown,Townhouse,2 Storey,1360,2016
857102,561 MIDTOWN ST SW,"$345,192","$329,800",03/02/2017,Midtown,Duplex,2 Storey,1544,2016
857164,124 MIDTOWN CO SW,"$399,900","$382,700",04/20/2017,Midtown,Duplex,2 Storey,1985,2016
856989,320 MIDTOWN GA SW,"$363,979","$337,500",04/22/2017,Midtown,Townhouse,2 Storey,1360,2016
856995,332 MIDTOWN GA SW,"$354,715","$328,900",04/25/2017,Midtown,Townhouse,2 Storey,1534,2016
856986,313 MIDTOWN GA SW,"$345,658","$320,500",04/25/2017,Midtown,Townhouse,2 Storey,1439,2016
857100,557 MIDTOWN ST SW,"$349,900","$334,900",04/08/2017,Midtown,Duplex,2 Storey,1544,2016
857168,132 MIDTOWN CO SW,"$379,999","$363,700",04/08/2017,Midtown,Duplex,2 Storey,1649,2016
856988,317 MIDTOWN GA SW,"$345,612","$320,500",04/13/2017,Midtown,Townhouse,2 Storey,1434,2016
857041,648 MIDTOWN PL SW,"$511,212","$489,200",04/13/2017,Midtown,Single Family,2 Storey,2011,2016
857170,136 MIDTOWN CO SW,"$378,000","$361,700",05/18/2017,Midtown,Duplex,2 Storey,1765,2016
857153,126 MIDTOWN BV SW,"$360,000","$344,500",05/18/2017,Midtown,Duplex,2 Storey,1472,2016
857103,564 MIDTOWN ST SW,"$360,000","$344,500",05/16/2017,Midtown,Duplex,2 Storey,1543,2017
857178,152 MIDTOWN CO SW,"$374,900","$358,800",05/17/2017,Midtown,Duplex,2 Storey,1650,2017
857064,473 MIDTOWN PW SW,"$387,674","$371,000",05/13/2017,Midtown,Duplex,2 Storey,1535,2016
857160,116 MIDTOWN CO SW,"$373,400","$357,300",05/11/2017,Midtown,Duplex,2 Storey,1650,2016
857050,417 MIDTOWN PW SW,"$404,157","$386,800",05/01/2017,Midtown,Duplex,2 Storey,1755,2016
856993,328 MIDTOWN GA SW,"$361,230","$335,800",05/16/2017,Midtown,Townhouse,2 Storey,1360,2016
857049,413 MIDTOWN PW SW,"$418,148","$400,200",05/04/2017,Midtown,Duplex,2 Storey,1755,2016
857070,497 MIDTOWN PW SW,"$456,782","$436,700",06/14/2017,Midtown,Duplex,2 Storey,1645,2017
857078,513 MIDTOWN ST SW,"$357,000","$341,300",06/15/2017,Midtown,Duplex,2 Storey,1455,2016
857162,120 MIDTOWN CO SW,"$377,500","$360,900",06/28/2017,Midtown,Duplex,2 Storey,1765,2016
857053,429 MIDTOWN PW SW,"$440,152","$420,800",06/29/2017,Midtown,Duplex,2 Storey,1759,2017
857156,108 MIDTOWN CO SW,"$407,400","$389,500",06/01/2017,Midtown,Duplex,2 Storey,1985,2016
856975,130 MIDTOWN BV SW,"$356,767","$339,200",07/28/2017,Midtown,Duplex,2 Storey,1372,2016
857106,569 MIDTOWN ST SW,"$353,115","$335,700",07/01/2017,Midtown,Duplex,2 Storey,1499,2017
857104,565 MIDTOWN ST SW,"$371,062","$352,800",07/01/2017,Midtown,Duplex,2 Storey,1499,2017
857105,568 MIDTOWN ST SW,"$368,806","$350,700",07/04/2017,Midtown,Duplex,2 Storey,1564,2017
857076,509 MIDTOWN ST SW,"$384,770","$365,800",07/04/2017,Midtown,Duplex,2 Storey,1455,2016
857097,552 MIDTOWN ST SW,"$362,400","$344,600",07/07/2017,Midtown,Duplex,2 Storey,1582,2016
857093,544 MIDTOWN ST SW,"$375,395","$356,900",07/10/2017,Midtown,Duplex,2 Storey,1564,2017
857148,106 MIDTOWN BV SW,"$340,514","$323,800",07/25/2017,Midtown,Duplex,2 Storey,1372,2016
857177,149 MIDTOWN CO SW,"$356,137","$338,600",07/13/2017,Midtown,Duplex,2 Storey,1509,2016
856987,316 MIDTOWN GA SW,"$360,984","$338,400",08/18/2017,Midtown,Townhouse,2 Storey,1534,2016
857167,129 MIDTOWN CO SW,"$362,958","$344,900",08/18/2017,Midtown,Duplex,2 Storey,1472,2016
857071,500 MIDTOWN ST SW,"$357,000","$339,300",08/08/2017,Midtown,Duplex,2 Storey,1653,2016
857099,556 MIDTOWN ST SW,"$335,240","$327,900",08/09/2017,Midtown,Duplex,2 Storey,1492,2017
856980,301 MIDTOWN GA SW,"$409,547","$383,900",08/14/2017,Midtown,Townhouse,2 Storey,1548,2016
857158,112 MIDTOWN CO SW,"$379,500","$360,600",08/14/2017,Midtown,Duplex,2 Storey,1765,2016
857176,148 MIDTOWN CO SW,"$374,899","$356,300",08/10/2017,Midtown,Duplex,2 Storey,1765,2017
857108,576 MIDTOWN ST SW,"$347,400","$331,000",09/22/2017,Midtown,Duplex,2 Storey,1653,2016
857031,628 MIDTOWN PL SW,"$490,095","$466,900",09/22/2017,Midtown,Single Family,2 Storey,1951,2017
857072,501 MIDTOWN ST SW,"$389,480","$371,100",09/23/2017,Midtown,Duplex,2 Storey,1544,2016
857051,421 MIDTOWN PW SW,"$416,722","$397,000",09/11/2017,Midtown,Duplex,2 Storey,1755,2017
857095,548 MIDTOWN ST SW,"$347,400","$331,000",09/01/2017,Midtown,Duplex,2 Storey,1492,2016
857059,453 MIDTOWN PW SW,"$436,326","$415,700",09/06/2017,Midtown,Duplex,2 Storey,1759,2017
857060,457 MIDTOWN PW SW,"$455,046","$433,500",09/14/2017,Midtown,Duplex,2 Storey,1759,2017
857179,153 MIDTOWN CO SW,"$349,500","$333,000",09/12/2017,Midtown,Duplex,2 Storey,1472,2016
857069,493 MIDTOWN PW SW,"$394,000","$389,900",10/19/2017,Midtown,Duplex,2 Storey,1640,2017
857004,349 MIDTOWN GA SW,"$379,173","$376,200",10/19/2017,Midtown,Townhouse,2 Storey,1439,2016
857161,117 MIDTOWN CO SW,"$379,377","$360,900",10/27/2017,Midtown,Duplex,2 Storey,1509,2016
856991,324 MIDTOWN GA SW,"$340,498","$320,900",10/30/2017,Midtown,Townhouse,2 Storey,1439,2016
857067,485 MIDTOWN PW SW,"$421,300","$400,800",10/04/2017,Midtown,Duplex,2 Storey,1755,2017
857068,489 MIDTOWN PW SW,"$406,844","$387,000",10/04/2017,Midtown,Duplex,2 Storey,1642,2017
857017,600 MIDTOWN PL SW,"$478,487","$455,200",10/03/2017,Midtown,Single Family,2 Storey,1951,2017
857054,433 MIDTOWN PW SW,"$438,000","$451,800",10/03/2017,Midtown,Duplex,2 Storey,1759,2017
857101,560 MIDTOWN ST SW,"$374,899","$356,600",10/11/2017,Midtown,Duplex,2 Storey,1582,2017
857007,357 MIDTOWN GA SW,"$378,335","$356,600",10/12/2017,Midtown,Townhouse,2 Storey,1434,2016
857052,425 MIDTOWN PW SW,"$384,770","$380,400",10/17/2017,Midtown,Duplex,2 Storey,1755,2017
857065,477 MIDTOWN PW SW,"$441,636","$422,400",11/20/2017,Midtown,Duplex,2 Storey,1759,2017
856994,329 MIDTOWN GA SW,"$346,500","$327,500",11/25/2017,Midtown,Townhouse,2 Storey,1439,2016
857010,369 MIDTOWN GA SW,"$338,010","$319,500",11/24/2017,Midtown,Townhouse,2 Storey,1360,2016
857151,118 MIDTOWN BV SW,"$361,448","$345,700",11/07/2017,Midtown,Duplex,2 Storey,1472,2016
857155,105 MIDTOWN CO SW,"$350,000","$334,800",11/15/2017,Midtown,Duplex,2 Storey,1472,2016
857145,94 MIDTOWN BV SW,"$333,345","$318,800",11/16/2017,Midtown,Duplex,2 Storey,1472,2016
856992,325 MIDTOWN GA SW,"$336,461","$318,000",11/16/2017,Midtown,Townhouse,2 Storey,1360,2016
856998,337 MIDTOWN GA SW,"$341,836","$339,700",11/16/2017,Midtown,Townhouse,2 Storey,1509,2016
857000,341 MIDTOWN GA SW,"$340,829","$322,100",11/01/2017,Midtown,Townhouse,2 Storey,1434,2016
856996,333 MIDTOWN GA SW,"$338,000","$319,400",11/02/2017,Midtown,Townhouse,2 Storey,1360,2016
857146,98 MIDTOWN BV SW,"$413,774","$395,800",11/14/2017,Midtown,Duplex,2 Storey,1594,2016
857096,549 MIDTOWN ST SW,"$366,177","$354,300",12/08/2017,Midtown,Duplex,2 Storey,1455,2017
857112,272 MIDYARD LN SW,"$391,499","$371,000",12/08/2017,Midtown,Townhouse,2 Storey,1543,2017
857109,260 MIDYARD LN SW,"$370,199","$350,800",12/15/2017,Midtown,Townhouse,2 Storey,1453,2017
857066,481 MIDTOWN PW SW,"$395,000","$396,600",12/21/2017,Midtown,Duplex,2 Storey,1759,2017
856977,138 MIDTOWN BV SW,"$365,499","$352,400",01/17/2018,Midtown,Duplex,2 Storey,1508,2016
857083,524 MIDTOWN ST SW,"$346,900","$334,500",01/03/2018,Midtown,Duplex,2 Storey,1492,2016
857002,345 MIDTOWN GA SW,"$337,746","$321,000",01/02/2018,Midtown,Townhouse,2 Storey,1360,2016
857172,140 MIDTOWN CO SW,"$423,900","$408,700",01/04/2018,Midtown,Duplex,2 Storey,1985,2016
857039,644 MIDTOWN PL SW,"$466,248","$449,600",01/10/2018,Midtown,Single Family,2 Storey,1886,2017
857174,144 MIDTOWN CO SW,"$390,000","$376,000",01/08/2018,Midtown,Duplex,2 Storey,1832,2016
856976,134 MIDTOWN BV SW,"$377,142","$363,600",01/09/2018,Midtown,Duplex,2 Storey,1508,2016
857074,505 MIDTOWN ST SW,"$351,000","$338,400",01/08/2018,Midtown,Duplex,2 Storey,1454,2016
857003,348 MIDTOWN GA SW,"$336,194","$320,400",02/09/2018,Midtown,Townhouse,2 Storey,1360,2016
856999,340 MIDTOWN GA SW,"$347,030","$330,700",02/14/2018,Midtown,Townhouse,2 Storey,1439,2016
857143,86 MIDTOWN BV SW,"$356,791","$347,100",02/01/2018,Midtown,Duplex,2 Storey,1472,2016
857005,352 MIDTOWN GA SW,"$389,011","$370,700",02/01/2018,Midtown,Townhouse,2 Storey,1506,2016
857011,373 MIDTOWN GA SW,"$340,595","$324,600",02/01/2018,Midtown,Townhouse,2 Storey,1509,2016
857016,393 MIDTOWN GA SW,"$350,003","$333,600",02/06/2018,Midtown,Townhouse,2 Storey,1434,2016
857142,82 MIDTOWN BV SW,"$359,108","$349,400",02/07/2018,Midtown,Duplex,2 Storey,1508,2016
857001,344 MIDTOWN GA SW,"$340,365","$325,200",03/06/2018,Midtown,Townhouse,2 Storey,1360,2016
857082,521 MIDTOWN ST SW,"$355,000","$339,200",03/06/2018,Midtown,Duplex,2 Storey,1499,2017
