Property Address,Tax Roll,legal_desc,assessed_value_CAD,land_use,classifications,parcel_area (m2),year_built,living_area_above_grade_ft2,bldg_desc,finished_below_grade,garage,deck,veranda,fireplace,walkout_basement
9204 2781 CHINOOK WINDS DR SW,852514,Plan: 1311422 Block/Unit: 149 Lot:,199000,R4 Mid Rise Multifamily Residential District,Condominium,80,2013,904,Apartment,None,None,Yes,No,None,No
1054 PRAIRIE SPRINGS HL SW,843678,Plan: 0614647 Block/Unit: 8 Lot: 7,376000,R1 Single Detached Residential District,Single Family Dwelling,371,2007,1705,2 Storey,Yes,Yes,Yes,Yes,Yes,No
262 PRAIRIE SPRINGS CR SW,846046,Plan: 0811343 Block/Unit: 1 Lot: 74,540000,R1 Single Detached Residential District,Single Family Dwelling,440,2009,2532,2 Storey,Yes,Yes,Yes,Yes,Yes,Yes
13206 2781 CHINOOK WINDS DR SW,851979,Plan: 1310382 Block/Unit: 138 Lot:,181000,R4 Mid Rise Multifamily Residential District,Condominium,76,2012,781,Apartment,None,None,Yes,No,None,No
347 PRAIRIE SPRINGS CR SW,843512,Plan: 0614582 Block/Unit: 3 Lot: 2,425000,R1 Single Detached Residential District,Single Family Dwelling,464,2011,1881,2 Storey,Yes,Yes,Yes,Yes,Yes,No
6104 2781 CHINOOK WINDS DR SW,854449,Plan: 1411094 Block/Unit: 264 Lot:,189000,R4 Mid Rise Multifamily Residential District,Condominium,81,2012,843,Apartment,None,None,None,None,None,No
6 PRAIRIE SPRINGS BA SW,846026,Plan: 0811343 Block/Unit: 5 Lot: 20,419000,R1 Single Detached Residential District,Single Family Dwelling,444,2009,2100,2 Storey,None,Yes,Yes,No,Yes,No
8202 2781 CHINOOK WINDS DR SW,852821,Plan: 1312368 Block/Unit: 186 Lot:,199000,R4 Mid Rise Multifamily Residential District,Condominium,80,2013,904,Apartment,None,None,None,None,None,No
2930 PRAIRIE SPRINGS GV SW,843662,Plan: 0614647 Block/Unit: 8 Lot: 19,355000,R1 Single Detached Residential District,Single Family Dwelling,363,2007,1545,2 Storey,Yes,Yes,Yes,No,Yes,No
11304 2781 CHINOOK WINDS DR SW,852535,Plan: 1311423 Block/Unit: 166 Lot:,194000,R4 Mid Rise Multifamily Residential District,Condominium,87,2013,868,Apartment,None,None,Yes,No,None,No
2798 PRAIRIE SPRINGS GR SW,846087,Plan: 0811343 Block/Unit: 6 Lot: 24,437000,R1 Single Detached Residential District,Single Family Dwelling,448,2011,2108,2 Storey,None,Yes,Yes,Yes,Yes,Yes
230 PRAIRIE SPRINGS CR SW,843620,Plan: 0614647 Block/Unit: 1 Lot: 65,355000,R1 Single Detached Residential District,Single Family Dwelling,362,2007,1520,2 Storey,None,Yes,Yes,Yes,Yes,No
9201 2781 CHINOOK WINDS DR SW,852513,Plan: 1311422 Block/Unit: 148 Lot:,199000,R4 Mid Rise Multifamily Residential District,Condominium,80,2013,904,Apartment,None,None,Yes,No,None,No
4104 2781 CHINOOK WINDS DR SW,854274,Plan: 1410514 Block/Unit: 237 Lot:,187000,R4 Mid Rise Multifamily Residential District,Condominium,75,2012,827,Apartment,None,None,None,None,None,No
11303 2781 CHINOOK WINDS DR SW,852532,Plan: 1311423 Block/Unit: 163 Lot:,194000,R4 Mid Rise Multifamily Residential District,Condominium,87,2013,868,Apartment,None,None,Yes,No,None,No
2106 2781 CHINOOK WINDS DR SW,852804,Plan: 1312365 Block/Unit: 171 Lot:,184000,R4 Mid Rise Multifamily Residential District,Condominium,70,2012,807,Apartment,None,None,None,None,None,No
909 PRAIRIE SPRINGS DR SW,843517,Plan: 0614582 Block/Unit: 1 Lot: 2,343000,R1 Single Detached Residential District,Single Family Dwelling,362,2009,1300,2 Storey,None,Yes,Yes,Yes,Yes,No
2842 CHINOOK WINDS DR SW,846012,Plan: 0811343 Block/Unit: 4 Lot: 19,463000,R1 Single Detached Residential District,Single Family Dwelling,443,2010,1985,2 Storey,Yes,Yes,Yes,Yes,Yes,No
6204 2781 CHINOOK WINDS DR SW,854453,Plan: 1411094 Block/Unit: 268 Lot:,194000,R4 Mid Rise Multifamily Residential District,Condominium,87,2012,874,Apartment,None,None,Yes,No,None,No
26 PRAIRIE SPRINGS BA SW,846031,Plan: 0811343 Block/Unit: 5 Lot: 25,409000,R1 Single Detached Residential District,Single Family Dwelling,504,2010,1745,2 Storey,None,Yes,Yes,Yes,Yes,Yes
170 PRAIRIE SPRINGS CR SW,843598,Plan: 0614647 Block/Unit: 7 Lot: 44,421000,R1 Single Detached Residential District,Single Family Dwelling,363,2012,2019,2 Storey,None,Yes,Yes,Yes,Yes,No
2782 CHINOOK WINDS DR SW,845996,Plan: 0811343 Block/Unit: 4 Lot: 34,387000,R1 Single Detached Residential District,Single Family Dwelling,474,2008,1729,2 Storey,None,Yes,Yes,Yes,Yes,No
14105 2781 CHINOOK WINDS DR SW,853350,Plan: 1312887 Block/Unit: 214 Lot:,181000,R4 Mid Rise Multifamily Residential District,Condominium,70,2012,786,Apartment,None,None,None,None,None,No
10201 2781 CHINOOK WINDS DR SW,851760,Plan: 1213391 Block/Unit: 115 Lot:,194000,R4 Mid Rise Multifamily Residential District,Condominium,87,2012,875,Apartment,None,None,Yes,No,None,No
1055 PRAIRIE SPRINGS HL SW,843679,Plan: 0614647 Block/Unit: 1 Lot: 25,369000,R1 Single Detached Residential District,Single Family Dwelling,374,2007,1545,2 Storey,Yes,Yes,Yes,No,Yes,No
1087 PRAIRIE SPRINGS HL SW,843695,Plan: 0614647 Block/Unit: 1 Lot: 33,363000,R1 Single Detached Residential District,Single Family Dwelling,362,2007,1705,2 Storey,None,Yes,Yes,Yes,Yes,No
1205 2781 CHINOOK WINDS DR SW,851411,Plan: 1212566 Block/Unit: 106 Lot:,171000,R4 Mid Rise Multifamily Residential District,Condominium,76,2012,710,Apartment,None,None,Yes,No,None,No
2806 CHINOOK WINDS DR SW,846002,Plan: 0811343 Block/Unit: 4 Lot: 28,413000,R1 Single Detached Residential District,Single Family Dwelling,466,2012,1878,2 Storey,None,Yes,Yes,Yes,Yes,No
101 2400 RAVENSWOOD VW SE,855960,Plan: 1511877 Block/Unit: 31 Lot:,255000,R3 Low Rise Multifamily Residential District,Condominium,166,2015,1225,2 Storey,None,None,None,None,None,No
134 RAVENSCROFT CL SE,851211,Plan: 1211843 Block/Unit: 8 Lot: 6,508000,R1 Single Detached Residential District,Single Family Dwelling,500,2016,2649,2 Storey,None,Yes,Yes,Yes,Yes,No
102 2400 RAVENSWOOD VW SE,855961,Plan: 1511877 Block/Unit: 32 Lot:,240000,R3 Low Rise Multifamily Residential District,Condominium,103,2015,1135,2 Storey,None,None,No,Yes,None,No
1307 2400 RAVENSWOOD VW SE,855999,Plan: 1511877 Block/Unit: 23 Lot:,238000,R3 Low Rise Multifamily Residential District,Condominium,92,2015,1121,2 Storey,None,None,None,None,None,No
122 RAVENSKIRK RD SE,849545,Plan: 1111139 Block/Unit: 18 Lot: 32,397000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,360,2013,1701,2 Storey,None,Yes,Yes,Yes,Yes,No
286 RAVENSMOOR LI SE,855405,Plan: 1510268 Block/Unit: 25 Lot: 22,402000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,299,2015,1871,3 Storey,Yes,Yes,Yes,Yes,Yes,No
1202 2400 RAVENSWOOD VW SE,855988,Plan: 1511877 Block/Unit: 12 Lot:,241000,R3 Low Rise Multifamily Residential District,Condominium,92,2016,1138,2 Storey,None,None,None,None,None,No
62 RAVENSCROFT CL SE,851186,Plan: 1211843 Block/Unit: 8 Lot: 13,474000,R1 Single Detached Residential District,Single Family Dwelling,499,2015,1393,Bungalow,Yes,Yes,Yes,Yes,Yes,No
47 RAVENSMOOR MR SE,855433,Plan: 1510268 Block/Unit: 3 Lot: 15,384000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,378,2015,1798,2 Storey,None,None,No,Yes,Yes,No
1502 2400 RAVENSWOOD VW SE,857482,Plan: 1610798 Block/Unit: 115 Lot:,213000,R3 Low Rise Multifamily Residential District,Condominium,105,2015,1059,Apartment,None,None,None,None,None,No
429 RAVENSMOOR CM SE,855368,Plan: 1510268 Block/Unit: 24 Lot: 12,379000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,404,2016,1628,2 Storey,None,None,No,Yes,Yes,No
127 RAVENSCROFT CL SE,851208,Plan: 1211843 Block/Unit: 7 Lot: 8,477000,R1 Single Detached Residential District,Single Family Dwelling,541,2016,2389,2 Storey,None,Yes,Yes,Yes,Yes,No
1512 2400 RAVENSWOOD VW SE,857487,Plan: 1610798 Block/Unit: 122 Lot:,237000,R3 Low Rise Multifamily Residential District,Condominium,107,2015,1168,2 Storey,None,None,None,None,None,No
47 RAVENSKIRK HE SE,849524,Plan: 1111139 Block/Unit: 21 Lot: 9,397000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,375,2012,1608,2 Storey,None,Yes,Yes,Yes,Yes,No
39 RAVENSMOOR MR SE,855429,Plan: 1510268 Block/Unit: 3 Lot: 17,505000,R1 Single Detached Residential District,Single Family Dwelling,641,2016,1396,Bungalow,Yes,Yes,Yes,Yes,None,No
153 2802 KINGS HEIGHTS GA SE,855516,Plan: 1510227 Block/Unit: 100 Lot:,270000,R3 Low Rise Multifamily Residential District,Condominium,154,2014,1137,2 Storey,Yes,Yes,Yes,No,None,Yes
39 RAVENSLEA CR SE,846509,Plan: 0815001 Block/Unit: 5 Lot: 10,408000,R1 Single Detached Residential District,Single Family Dwelling,374,2011,1854,2 Storey,None,Yes,Yes,Yes,Yes,No
1193 RAVENSWOOD DR SE,846538,Plan: 0815001 Block/Unit: 4 Lot: 7,321000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,335,2009,1252,2 Storey,None,None,Yes,Yes,Yes,No
282 RAVENSMOOR LI SE,855404,Plan: 1510268 Block/Unit: 25 Lot: 21,408000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,296,2015,1684,2 Storey,Yes,Yes,Yes,Yes,None,No
137 RAVENSKIRK CL SE,853570,Plan: 1313182 Block/Unit: 1 Lot: 40,567000,R1 Single Detached Residential District,Single Family Dwelling,410,2016,2709,2 Storey,Yes,Yes,Yes,Yes,Yes,No
2631 RAVENSLEA GD SE,853604,Plan: 1313182 Block/Unit: 1 Lot: 18,467000,R1 Single Detached Residential District,Single Family Dwelling,440,2016,1973,2 Storey,None,Yes,No,Yes,Yes,No
138 RAVENSCROFT CL SE,851213,Plan: 1211843 Block/Unit: 8 Lot: 5,546000,R1 Single Detached Residential District,Single Family Dwelling,479,2016,2655,2 Storey,None,Yes,Yes,Yes,Yes,No
74 RAVENSCROFT CL SE,851192,Plan: 1211843 Block/Unit: 8 Lot: 10,494000,R1 Single Detached Residential District,Single Family Dwelling,479,2015,2136,2 Storey,None,Yes,Yes,Yes,Yes,No
87 RAVENSWYND RI SE,849597,Plan: 1111139 Block/Unit: 18 Lot: 15,364000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,311,2011,1418,2 Storey,None,Yes,Yes,Yes,Yes,No
409 RAVENSMOOR CM SE,855363,Plan: 1510268 Block/Unit: 3 Lot: 7,420000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,446,2015,1612,2 Storey,Yes,Yes,Yes,Yes,Yes,No
1203 2400 RAVENSWOOD VW SE,855989,Plan: 1511877 Block/Unit: 13 Lot:,255000,R3 Low Rise Multifamily Residential District,Condominium,92,2016,1126,2 Storey,Yes,None,None,None,None,No
104 2400 RAVENSWOOD VW SE,855963,Plan: 1511877 Block/Unit: 34 Lot:,239000,R3 Low Rise Multifamily Residential District,Condominium,103,2015,1126,2 Storey,None,None,None,None,None,No
425 RAVENSMOOR CM SE,855367,Plan: 1510268 Block/Unit: 24 Lot: 13,408000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,364,2016,1735,2 Storey,None,Yes,Yes,Yes,Yes,No
107 2400 RAVENSWOOD VW SE,855966,Plan: 1511877 Block/Unit: 37 Lot:,254000,R3 Low Rise Multifamily Residential District,Condominium,103,2015,1138,2 Storey,Yes,None,None,None,None,No
55 RAVENSMOOR MR SE,855437,Plan: 1510268 Block/Unit: 3 Lot: 13,350000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,356,2016,1435,2 Storey,None,None,No,Yes,None,No
1503 2400 RAVENSWOOD VW SE,857483,Plan: 1610798 Block/Unit: 114 Lot:,208000,R3 Low Rise Multifamily Residential District,Condominium,105,2015,1025,Apartment,None,None,None,None,None,No
2596 RAVENSLEA GD SE,853587,Plan: 1313182 Block/Unit: 2 Lot: 23,440000,R1 Single Detached Residential District,Single Family Dwelling,396,2014,1890,2 Storey,Yes,Yes,Yes,Yes,Yes,No
241 RAVENSMOOR LI SE,855391,Plan: 1510268 Block/Unit: 16 Lot: 30,377000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,411,2016,1581,2 Storey,None,None,Yes,Yes,Yes,No
2732 KINGS HEIGHTS GA SE,856416,Plan: 1512450 Block/Unit: 9 Lot: 47,330000,R2-T Townhouse Residential District,Duplex,276,2016,1132,Split Level (with crawl),None,None,No,Yes,None,No
2736 KINGS HEIGHTS GA SE,856417,Plan: 1512450 Block/Unit: 9 Lot: 46,336000,R2-T Townhouse Residential District,Duplex,276,2016,1132,Split Level (with crawl),None,None,No,Yes,Yes,No
2604 RAVENSLEA GD SE,853591,Plan: 1313182 Block/Unit: 2 Lot: 25,500000,R1 Single Detached Residential District,Single Family Dwelling,396,2016,2391,2 Storey,None,Yes,No,Yes,Yes,No
503 2400 RAVENSWOOD VW SE,856813,Plan: 1513387 Block/Unit: 94 Lot:,208000,R3 Low Rise Multifamily Residential District,Condominium,105,2015,1025,Apartment,None,None,No,Yes,None,No
421 2400 RAVENSWOOD VW SE,856830,Plan: 1513389 Block/Unit: 106 Lot:,232000,R3 Low Rise Multifamily Residential District,Condominium,118,2015,1009,Apartment,None,Yes,Yes,Yes,None,No
104 RAVENSMOOR MR SE,855462,Plan: 1510268 Block/Unit: 16 Lot: 37,370000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,416,2016,1541,2 Storey,None,None,No,Yes,Yes,No
310 RAVENSMOOR LI SE,855411,Plan: 1510268 Block/Unit: 25 Lot: 28,365000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,299,2016,1541,2 Storey,None,None,Yes,Yes,Yes,No
83 RAVENSMOOR MR SE,855451,Plan: 1510268 Block/Unit: 24 Lot: 4,401000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,329,2016,1735,2 Storey,None,Yes,Yes,Yes,Yes,No
1205 2400 RAVENSWOOD VW SE,855991,Plan: 1511877 Block/Unit: 15 Lot:,241000,R3 Low Rise Multifamily Residential District,Condominium,92,2016,1127,2 Storey,Yes,None,None,None,None,No
47 RAVENSWYND RI SE,849577,Plan: 1111139 Block/Unit: 18 Lot: 25,369000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,363,2013,1497,2 Storey,Yes,None,Yes,Yes,Yes,No
922 2400 RAVENSWOOD VW SE,857911,Plan: 1612392 Block/Unit: 131 Lot:,233000,R3 Low Rise Multifamily Residential District,Condominium,118,2016,1009,Apartment,None,Yes,Yes,Yes,Yes,No
903 2400 RAVENSWOOD VW SE,857907,Plan: 1612392 Block/Unit: 129 Lot:,270000,R3 Low Rise Multifamily Residential District,Condominium,184,2016,1213,2 Storey,Yes,Yes,Yes,Yes,None,No
2490 RAVENSWOOD VW SE,848201,Plan: 0915731 Block/Unit: 16 Lot: 13,387000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,417,2010,1623,2 Storey,None,Yes,Yes,Yes,Yes,No
2660 KINGS HEIGHTS GA SE,856398,Plan: 1512450 Block/Unit: 22 Lot: 67,327000,R2-T Townhouse Residential District,Duplex,260,2016,1598,2 Storey,None,None,Yes,Yes,None,No
96 RAVENSMOOR MR SE,855458,Plan: 1510268 Block/Unit: 16 Lot: 39,376000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,402,2016,1631,2 Storey,None,None,No,Yes,Yes,No
921 2400 RAVENSWOOD VW SE,857910,Plan: 1612392 Block/Unit: 126 Lot:,232000,R3 Low Rise Multifamily Residential District,Condominium,118,2016,1009,Apartment,None,Yes,Yes,Yes,None,No
95 RAVENSMOOR MR SE,855457,Plan: 1510268 Block/Unit: 24 Lot: 7,367000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,328,2016,1612,2 Storey,None,None,Yes,Yes,None,No
226 RAVENSCROFT GR SE,851232,Plan: 1211843 Block/Unit: 5 Lot: 55,442000,R1 Single Detached Residential District,Single Family Dwelling,385,2015,1945,2 Storey,Yes,Yes,Yes,Yes,Yes,No
30 RAVENSWYND RI SE,849571,Plan: 1111139 Block/Unit: 17 Lot: 43,340000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,365,2013,1366,2 Storey,None,None,Yes,Yes,None,No
902 2400 RAVENSWOOD VW SE,857906,Plan: 1612392 Block/Unit: 128 Lot:,267000,R3 Low Rise Multifamily Residential District,Condominium,183,2016,1213,2 Storey,None,Yes,Yes,Yes,None,No
249 RAVENSMOOR LI SE,855395,Plan: 1510268 Block/Unit: 16 Lot: 32,346000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,441,2016,1327,2 Storey,None,None,No,Yes,None,No
904 2400 RAVENSWOOD VW SE,857908,Plan: 1612392 Block/Unit: 130 Lot:,290000,R3 Low Rise Multifamily Residential District,Condominium,209,2016,1341,2 Storey,None,Yes,Yes,Yes,None,No
2672 KINGS HEIGHTS GA SE,856401,Plan: 1512450 Block/Unit: 22 Lot: 64,311000,R2-T Townhouse Residential District,Duplex,260,2015,1213,2 Storey,None,Yes,Yes,Yes,None,No
2675 RAVENSLEA GD SE,853620,Plan: 1313182 Block/Unit: 1 Lot: 7,432000,R1 Single Detached Residential District,Single Family Dwelling,470,2016,1899,2 Storey,None,Yes,Yes,Yes,Yes,No
201 RAVENSMOOR LI SE,855371,Plan: 1510268 Block/Unit: 16 Lot: 20,363000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,346,2016,1313,2 Storey,None,Yes,No,Yes,Yes,No
802 2400 RAVENSWOOD VW SE,858166,Plan: 1612763 Block/Unit: 135 Lot:,274000,R3 Low Rise Multifamily Residential District,Condominium,183,2016,1213,2 Storey,None,Yes,Yes,Yes,Yes,No
804 2400 RAVENSWOOD VW SE,858168,Plan: 1612763 Block/Unit: 137 Lot:,297000,R3 Low Rise Multifamily Residential District,Condominium,208,2016,1341,2 Storey,None,Yes,Yes,Yes,Yes,No
405 RAVENSMOOR CM SE,855362,Plan: 1510268 Block/Unit: 3 Lot: 6,459000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,625,2015,1761,2 Storey,None,Yes,Yes,Yes,Yes,No
76 RAVENSMOOR MR SE,855448,Plan: 1510268 Block/Unit: 16 Lot: 44,379000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,316,2016,1735,2 Storey,None,Yes,Yes,Yes,Yes,No
84 RAVENSMOOR MR SE,855452,Plan: 1510268 Block/Unit: 16 Lot: 42,379000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,335,2016,1497,2 Storey,None,Yes,No,Yes,Yes,No
2744 KINGS HEIGHTS GA SE,856419,Plan: 1512450 Block/Unit: 9 Lot: 44,349000,R2-T Townhouse Residential District,Duplex,276,2015,1421,2 Storey,Yes,Yes,Yes,Yes,None,No
2530 RAVENSWOOD VW SE,848219,Plan: 0915731 Block/Unit: 16 Lot: 3,364000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,313,2010,1329,2 Storey,Yes,Yes,Yes,Yes,Yes,No
217 RAVENSMOOR LI SE,855379,Plan: 1510268 Block/Unit: 16 Lot: 24,401000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,311,2015,1228,Bungalow,Yes,None,Yes,Yes,None,No
801 2400 RAVENSWOOD VW SE,858165,Plan: 1612763 Block/Unit: 134 Lot:,292000,R3 Low Rise Multifamily Residential District,Condominium,211,2016,1363,2 Storey,None,Yes,Yes,Yes,None,No
1201 2400 RAVENSWOOD VW SE,855987,Plan: 1511877 Block/Unit: 11 Lot:,249000,R3 Low Rise Multifamily Residential District,Condominium,129,2016,1135,2 Storey,None,None,None,None,None,No
901 2400 RAVENSWOOD VW SE,857905,Plan: 1612392 Block/Unit: 127 Lot:,292000,R3 Low Rise Multifamily Residential District,Condominium,212,2016,1363,2 Storey,None,Yes,Yes,Yes,None,No
99 RAVENSCROFT CL SE,851201,Plan: 1211843 Block/Unit: 7 Lot: 15,478000,R1 Single Detached Residential District,Single Family Dwelling,472,2016,2393,2 Storey,None,Yes,Yes,Yes,Yes,No
1206 2400 RAVENSWOOD VW SE,855992,Plan: 1511877 Block/Unit: 16 Lot:,263000,R3 Low Rise Multifamily Residential District,Condominium,129,2016,1138,2 Storey,Yes,None,None,None,None,No
108 2400 RAVENSWOOD VW SE,855967,Plan: 1511877 Block/Unit: 38 Lot:,255000,R3 Low Rise Multifamily Residential District,Condominium,152,2015,1223,2 Storey,None,None,None,None,None,No
2664 KINGS HEIGHTS GA SE,856399,Plan: 1512450 Block/Unit: 22 Lot: 66,327000,R2-T Townhouse Residential District,Duplex,260,2016,1598,2 Storey,None,None,Yes,Yes,None,No
91 RAVENSMOOR MR SE,855455,Plan: 1510268 Block/Unit: 24 Lot: 6,382000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,329,2016,1497,2 Storey,None,Yes,Yes,Yes,Yes,No
86 RAVENSWYND RI SE,849596,Plan: 1111139 Block/Unit: 17 Lot: 29,360000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,290,2012,1474,2 Storey,None,Yes,No,Yes,Yes,No
230 RAVENSMOOR LI SE,855386,Plan: 1510268 Block/Unit: 25 Lot: 8,369000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,299,2016,1541,2 Storey,None,None,Yes,Yes,Yes,No
306 RAVENSMOOR LI SE,855410,Plan: 1510268 Block/Unit: 25 Lot: 27,357000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,299,2016,1449,2 Storey,None,None,Yes,Yes,None,No
26 RAVENSWYND RI SE,849570,Plan: 1111139 Block/Unit: 17 Lot: 44,377000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,370,2013,1499,2 Storey,None,Yes,Yes,Yes,Yes,No
68 RAVENSMOOR MR SE,855444,Plan: 1510268 Block/Unit: 15 Lot: 8,420000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,360,2016,1666,2 Storey,Yes,Yes,Yes,Yes,Yes,No
701 2400 RAVENSWOOD VW SE,858340,Plan: 1710142 Block/Unit: 141 Lot:,281000,R3 Low Rise Multifamily Residential District,Condominium,212,2016,1363,2 Storey,None,Yes,Yes,Yes,None,No
2720 KINGS HEIGHTS GA SE,856413,Plan: 1512450 Block/Unit: 9 Lot: 50,330000,R2-T Townhouse Residential District,Freehold Townhouse,307,2016,1378,2 Storey,None,Yes,No,Yes,None,No
23 RAVENSMOOR MR SE,855425,Plan: 1510268 Block/Unit: 3 Lot: 21,506000,R1 Single Detached Residential District,Single Family Dwelling,435,2016,2363,2 Storey,None,Yes,No,Yes,Yes,No
218 RAVENSMOOR LI SE,855380,Plan: 1510268 Block/Unit: 25 Lot: 5,351000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,299,2016,1430,2 Storey,None,None,No,Yes,None,No
238 RAVENSMOOR LI SE,855390,Plan: 1510268 Block/Unit: 25 Lot: 10,354000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,299,2016,1472,2 Storey,None,None,Yes,Yes,None,No
250 RAVENSMOOR LI SE,855396,Plan: 1510268 Block/Unit: 25 Lot: 13,382000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,299,2016,1713,2 Storey,None,None,Yes,Yes,Yes,No
108 RAVENSMOOR MR SE,855463,Plan: 1510268 Block/Unit: 16 Lot: 36,393000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,413,2016,1797,2 Storey,None,None,Yes,Yes,None,No
2413 RAVENSWOOD VW SE,848176,Plan: 0915731 Block/Unit: 18 Lot: 4,350000,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,368,2010,1361,2 Storey,None,Yes,Yes,Yes,Yes,No
2724 KINGS HEIGHTS GA SE,856414,Plan: 1512450 Block/Unit: 9 Lot: 49,312000,R2-T Townhouse Residential District,Freehold Townhouse,203,2016,1358,2 Storey,None,Yes,No,Yes,None,No
